year,month,day,nao_index_cdas
1950,1,1,0.36500000953674316
1950,1,2,0.09600000083446503
1950,1,3,-0.41600000858306885
1950,1,4,-0.6159999966621399
1950,1,5,-0.26100000739097595
1950,1,6,0.052000001072883606
1950,1,7,-0.15600000321865082
1950,1,8,-0.4399999976158142
1950,1,9,-0.4970000088214874
1950,1,10,-0.22699999809265137
1950,1,11,0.20999999344348907
1950,1,12,0.3140000104904175
1950,1,13,0.47699999809265137
1950,1,14,0.7329999804496765
1950,1,15,0.8790000081062317
1950,1,16,0.753000020980835
1950,1,17,0.6610000133514404
1950,1,18,0.4729999899864197
1950,1,19,0.5669999718666077
1950,1,20,0.9760000109672546
1950,1,21,1.1979999542236328
1950,1,22,1.1319999694824219
1950,1,23,1.1059999465942383
1950,1,24,0.765999972820282
1950,1,25,0.4440000057220459
1950,1,26,0.6930000185966492
1950,1,27,1.2869999408721924
1950,1,28,1.1779999732971191
1950,1,29,0.7820000052452087
1950,1,30,0.8050000071525574
1950,1,31,1.034999966621399
1950,2,1,0.9929999709129333
1950,2,2,0.8389999866485596
1950,2,3,0.8730000257492065
1950,2,4,1.0099999904632568
1950,2,5,0.9240000247955322
1950,2,6,0.878000020980835
1950,2,7,0.9330000281333923
1950,2,8,0.8659999966621399
1950,2,9,0.6320000290870667
1950,2,10,0.5220000147819519
1950,2,11,0.2290000021457672
1950,2,12,-0.007000000216066837
1950,2,13,-0.07100000232458115
1950,2,14,-0.06400000303983688
1950,2,15,0.1459999978542328
1950,2,16,0.32899999618530273
1950,2,17,0.48500001430511475
1950,2,18,0.7649999856948853
1950,2,19,0.7440000176429749
1950,2,20,0.5249999761581421
1950,2,21,0.09300000220537186
1950,2,22,-0.12200000137090683
1950,2,23,-0.15399999916553497
1950,2,24,0.0949999988079071
1950,2,25,0.23499999940395355
1950,2,26,0.1459999978542328
1950,2,27,-0.050999999046325684
1950,2,28,-0.013000000268220901
1950,3,1,0.3569999933242798
1950,3,2,0.6039999723434448
1950,3,3,0.9070000052452087
1950,3,4,1.2419999837875366
1950,3,5,1.121000051498413
1950,3,6,0.6010000109672546
1950,3,7,0.15700000524520874
1950,3,8,0.052000001072883606
1950,3,9,-0.2630000114440918
1950,3,10,-0.48500001430511475
1950,3,11,-0.6570000052452087
1950,3,12,-0.6850000023841858
1950,3,13,-0.8050000071525574
1950,3,14,-0.9520000219345093
1950,3,15,-0.8569999933242798
1950,3,16,-0.4740000069141388
1950,3,17,-0.15299999713897705
1950,3,18,-0.10400000214576721
1950,3,19,-0.10199999809265137
1950,3,20,-0.04399999976158142
1950,3,21,0.03200000151991844
1950,3,22,0.05000000074505806
1950,3,23,0.050999999046325684
1950,3,24,-0.05000000074505806
1950,3,25,-0.07699999958276749
1950,3,26,-0.05299999937415123
1950,3,27,-0.3160000145435333
1950,3,28,-0.31700000166893005
1950,3,29,0.019999999552965164
1950,3,30,0.5569999814033508
1950,3,31,0.902999997138977
1950,4,1,1.0440000295639038
1950,4,2,0.5759999752044678
1950,4,3,0.48100000619888306
1950,4,4,0.6859999895095825
1950,4,5,0.7149999737739563
1950,4,6,0.4830000102519989
1950,4,7,0.5299999713897705
1950,4,8,0.6600000262260437
1950,4,9,0.4650000035762787
1950,4,10,0.48100000619888306
1950,4,11,0.49000000953674316
1950,4,12,0.22300000488758087
1950,4,13,0.13099999725818634
1950,4,14,0.41100001335144043
1950,4,15,0.9449999928474426
1950,4,16,0.9670000076293945
1950,4,17,0.9139999747276306
1950,4,18,0.621999979019165
1950,4,19,0.8299999833106995
1950,4,20,0.9980000257492065
1950,4,21,0.4950000047683716
1950,4,22,0.04399999976158142
1950,4,23,-0.45500001311302185
1950,4,24,-0.8980000019073486
1950,4,25,-1.0800000429153442
1950,4,26,-1.3040000200271606
1950,4,27,-1.1180000305175781
1950,4,28,-0.7570000290870667
1950,4,29,-0.3230000138282776
1950,4,30,-0.0729999989271164
1950,5,1,0.07100000232458115
1950,5,2,0.054999999701976776
1950,5,3,0.23100000619888306
1950,5,4,0.49300000071525574
1950,5,5,0.296999990940094
1950,5,6,-0.026000000536441803
1950,5,7,0.36000001430511475
1950,5,8,0.4699999988079071
1950,5,9,0.40700000524520874
1950,5,10,0.6340000033378601
1950,5,11,0.5339999794960022
1950,5,12,0.009999999776482582
1950,5,13,-0.49900001287460327
1950,5,14,-0.7620000243186951
1950,5,15,-0.9120000004768372
1950,5,16,-0.9779999852180481
1950,5,17,-0.8799999952316284
1950,5,18,-0.7239999771118164
1950,5,19,-0.5669999718666077
1950,5,20,-0.5189999938011169
1950,5,21,-0.49399998784065247
1950,5,22,-0.5849999785423279
1950,5,23,-0.75
1950,5,24,-0.847000002861023
1950,5,25,-0.8259999752044678
1950,5,26,-0.6010000109672546
1950,5,27,-0.5180000066757202
1950,5,28,-0.421999990940094
1950,5,29,-0.1599999964237213
1950,5,30,-0.2680000066757202
1950,5,31,-0.32199999690055847
1950,6,1,-0.10400000214576721
1950,6,2,-0.04399999976158142
1950,6,3,0.23100000619888306
1950,6,4,0.6100000143051147
1950,6,5,0.8230000138282776
1950,6,6,0.9319999814033508
1950,6,7,1.1579999923706055
1950,6,8,1.0839999914169312
1950,6,9,0.9549999833106995
1950,6,10,0.7269999980926514
1950,6,11,0.5910000205039978
1950,6,12,0.27900001406669617
1950,6,13,0.1809999942779541
1950,6,14,-0.10700000077486038
1950,6,15,-0.003000000026077032
1950,6,16,0.2240000069141388
1950,6,17,0.04899999871850014
1950,6,18,-0.020999999716877937
1950,6,19,-0.08100000023841858
1950,6,20,-0.3179999887943268
1950,6,21,-0.5929999947547913
1950,6,22,-1.1990000009536743
1950,6,23,-1.8339999914169312
1950,6,24,-1.9789999723434448
1950,6,25,-1.6050000190734863
1950,6,26,-1.1299999952316284
1950,6,27,-0.6480000019073486
1950,6,28,-0.32100000977516174
1950,6,29,-0.12300000339746475
1950,6,30,0.014000000432133675
1950,7,1,0.1289999932050705
1950,7,2,0.11699999868869781
1950,7,3,0.3880000114440918
1950,7,4,0.6959999799728394
1950,7,5,0.5320000052452087
1950,7,6,0.2840000092983246
1950,7,7,0.026000000536441803
1950,7,8,-0.3310000002384186
1950,7,9,-0.7089999914169312
1950,7,10,-0.8199999928474426
1950,7,11,-0.8659999966621399
1950,7,12,-0.5410000085830688
1950,7,13,-0.38499999046325684
1950,7,14,-0.6740000247955322
1950,7,15,-1.0169999599456787
1950,7,16,-1.5169999599456787
1950,7,17,-1.9630000591278076
1950,7,18,-2.0
1950,7,19,-1.8179999589920044
1950,7,20,-1.4220000505447388
1950,7,21,-0.9800000190734863
1950,7,22,-0.7319999933242798
1950,7,23,-0.4490000009536743
1950,7,24,-0.257999986410141
1950,7,25,-0.2029999941587448
1950,7,26,-0.37700000405311584
1950,7,27,-0.6449999809265137
1950,7,28,-1.1579999923706055
1950,7,29,-1.4520000219345093
1950,7,30,-1.3489999771118164
1950,7,31,-1.2109999656677246
1950,8,1,-0.9449999928474426
1950,8,2,-0.7870000004768372
1950,8,3,-0.7730000019073486
1950,8,4,-0.8730000257492065
1950,8,5,-1.0260000228881836
1950,8,6,-0.5360000133514404
1950,8,7,-0.2549999952316284
1950,8,8,-0.09700000286102295
1950,8,9,-0.012000000104308128
1950,8,10,0.18799999356269836
1950,8,11,0.5090000033378601
1950,8,12,0.7960000038146973
1950,8,13,1.031999945640564
1950,8,14,1.1490000486373901
1950,8,15,0.8970000147819519
1950,8,16,0.6290000081062317
1950,8,17,0.5239999890327454
1950,8,18,0.3230000138282776
1950,8,19,-0.07999999821186066
1950,8,20,-0.14900000393390656
1950,8,21,-0.35499998927116394
1950,8,22,-0.593999981880188
1950,8,23,-0.6800000071525574
1950,8,24,-0.5450000166893005
1950,8,25,-0.48500001430511475
1950,8,26,-0.5989999771118164
1950,8,27,-0.382999986410141
1950,8,28,-0.09700000286102295
1950,8,29,0.10400000214576721
1950,8,30,0.39100000262260437
1950,8,31,0.41600000858306885
1950,9,1,0.4480000138282776
1950,9,2,0.5350000262260437
1950,9,3,0.7110000252723694
1950,9,4,0.847000002861023
1950,9,5,0.7519999742507935
1950,9,6,0.7900000214576721
1950,9,7,0.6389999985694885
1950,9,8,0.35600000619888306
1950,9,9,0.06400000303983688
1950,9,10,-0.024000000208616257
1950,9,11,0.13699999451637268
1950,9,12,-0.010999999940395355
1950,9,13,-0.06700000166893005
1950,9,14,0.019999999552965164
1950,9,15,0.621999979019165
1950,9,16,0.9860000014305115
1950,9,17,0.7110000252723694
1950,9,18,0.42800000309944153
1950,9,19,0.3409999907016754
1950,9,20,0.0820000022649765
1950,9,21,-0.08100000023841858
1950,9,22,-0.6140000224113464
1950,9,23,-1.2059999704360962
1950,9,24,-1.2960000038146973
1950,9,25,-1.0210000276565552
1950,9,26,-0.22599999606609344
1950,9,27,0.33799999952316284
1950,9,28,-0.14800000190734863
1950,9,29,-0.3100000023841858
1950,9,30,0.14800000190734863
1950,10,1,0.23899999260902405
1950,10,2,0.5929999947547913
1950,10,3,1.2100000381469727
1950,10,4,1.1640000343322754
1950,10,5,1.2489999532699585
1950,10,6,1.2450000047683716
1950,10,7,1.0149999856948853
1950,10,8,0.6949999928474426
1950,10,9,0.47099998593330383
1950,10,10,-0.014999999664723873
1950,10,11,-0.2720000147819519
1950,10,12,-0.2980000078678131
1950,10,13,-0.1979999989271164
1950,10,14,0.09200000017881393
1950,10,15,0.6430000066757202
1950,10,16,1.0770000219345093
1950,10,17,1.1390000581741333
1950,10,18,0.8849999904632568
1950,10,19,0.7799999713897705
1950,10,20,0.7580000162124634
1950,10,21,0.5400000214576721
1950,10,22,0.4959999918937683
1950,10,23,0.5820000171661377
1950,10,24,0.6790000200271606
1950,10,25,0.5230000019073486
1950,10,26,-0.23800000548362732
1950,10,27,-0.9440000057220459
1950,10,28,-0.5540000200271606
1950,10,29,-0.1940000057220459
1950,10,30,-0.32199999690055847
1950,10,31,-0.8149999976158142
1950,11,1,-0.8709999918937683
1950,11,2,-0.6779999732971191
1950,11,3,-0.8479999899864197
1950,11,4,-0.8740000128746033
1950,11,5,-0.7749999761581421
1950,11,6,-0.3070000112056732
1950,11,7,0.3370000123977661
1950,11,8,0.04899999871850014
1950,11,9,-0.28299999237060547
1950,11,10,-0.15800000727176666
1950,11,11,0.15199999511241913
1950,11,12,0.4169999957084656
1950,11,13,0.3540000021457672
1950,11,14,0.16300000250339508
1950,11,15,-0.05999999865889549
1950,11,16,-0.21799999475479126
1950,11,17,-0.23999999463558197
1950,11,18,-0.4390000104904175
1950,11,19,-0.7400000095367432
1950,11,20,-0.7250000238418579
1950,11,21,-0.7480000257492065
1950,11,22,-1.062999963760376
1950,11,23,-1.5130000114440918
1950,11,24,-1.6649999618530273
1950,11,25,-1.5720000267028809
1950,11,26,-1.4390000104904175
1950,11,27,-1.1959999799728394
1950,11,28,-0.5609999895095825
1950,11,29,-0.2840000092983246
1950,11,30,-0.7620000243186951
1950,12,1,-0.1850000023841858
1950,12,2,-0.2160000056028366
1950,12,3,-0.5640000104904175
1950,12,4,-1.0549999475479126
1950,12,5,-0.9760000109672546
1950,12,6,-0.057999998331069946
1950,12,7,0.5289999842643738
1950,12,8,0.28200000524520874
1950,12,9,-0.13600000739097595
1950,12,10,-0.12099999934434891
1950,12,11,0.057999998331069946
1950,12,12,-0.004000000189989805
1950,12,13,0.007000000216066837
1950,12,14,-0.06599999964237213
1950,12,15,-0.2280000001192093
1950,12,16,-0.5440000295639038
1950,12,17,-0.6679999828338623
1950,12,18,-0.5139999985694885
1950,12,19,-0.5170000195503235
1950,12,20,-0.6399999856948853
1950,12,21,-0.531000018119812
1950,12,22,-0.8759999871253967
1950,12,23,-1.309000015258789
1950,12,24,-1.468000054359436
1950,12,25,-1.6419999599456787
1950,12,26,-1.6710000038146973
1950,12,27,-1.4539999961853027
1950,12,28,-1.2120000123977661
1950,12,29,-0.9229999780654907
1950,12,30,-0.699999988079071
1950,12,31,-0.6460000276565552
1951,1,1,-0.7450000047683716
1951,1,2,-0.5289999842643738
1951,1,3,-0.21699999272823334
1951,1,4,0.05700000002980232
1951,1,5,-0.04500000178813934
1951,1,6,0.013000000268220901
1951,1,7,0.02199999988079071
1951,1,8,-0.3140000104904175
1951,1,9,-0.4339999854564667
1951,1,10,-0.09200000017881393
1951,1,11,-0.2669999897480011
1951,1,12,-0.6389999985694885
1951,1,13,-0.6949999928474426
1951,1,14,-0.7910000085830688
1951,1,15,-0.8629999756813049
1951,1,16,-0.6650000214576721
1951,1,17,0.06700000166893005
1951,1,18,0.004999999888241291
1951,1,19,-0.24300000071525574
1951,1,20,-0.19099999964237213
1951,1,21,0.0560000017285347
1951,1,22,0.23800000548362732
1951,1,23,0.367000013589859
1951,1,24,0.6769999861717224
1951,1,25,0.8690000176429749
1951,1,26,0.8190000057220459
1951,1,27,0.5249999761581421
